Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPA,ROI
A2401,Data Analytcis Course,91.0,4038.0,197.15,23.0,6.0,0.066,1000.0,2024-11-29,HYDERABAD,mobile,data analitics online,0.022535908865775136,2.1664835164835163,32.858333333333334,5.07227998985544
A2402,Data Analytcis Course,197.0,4347.0,215.2,20.0,6.0,,1204.0,2024/11/26,hyderabad,desktop,online data analytic,0.04531861053600184,1.0923857868020304,35.86666666666667,5.594795539033457
A2404,Data Anlytics Corse,152.0,4182.0,233.45,19.0,5.0,0.033,1719.0,2024/11/13,HYDERABAD,mobile,data analytics course,0.03634624581539933,1.5358552631578946,46.69,7.363461126579567
A2405,Data Analytcis Course,189.0,4809.0,225.32,27.0,10.0,0.053,1324.0,2024-11-18,hyderabad,Mobile,analytics for data,0.039301310043668124,1.1921693121693122,22.532,5.876087342446299
A2407,Data Analytcis Course,159.0,3401.0,222.71,18.0,3.0,0.019,1849.0,2024-11-05,hyderabad,Desktop,data analitics online,0.046750955601293734,1.400691823899371,74.23666666666666,8.302276503075749
A2408,Data Analytcis Course,175.0,5561.0,231.96,20.0,8.0,0.057,1174.0,2024-11-14,HYDERABAD,MOBILE,data analytics course,0.031469160222981477,1.3254857142857144,28.995,5.061217451284704
A2410,Data Analytcis Course,82.0,4898.0,215.11,25.0,8.0,0.098,1776.0,09-11-2024,HYDERABAD,TABLET,analytics for data,0.016741527153940384,2.6232926829268295,26.88875,8.256240992980334
A2412,Data Anlytics Corse,85.0,5954.0,201.88,18.0,6.0,0.071,1526.0,2024/11/27,Hyderbad,Tablet,analytics for data,0.014276116896204233,2.375058823529412,33.64666666666667,7.558945908460472
A2413,Data Anlytics Corse,128.0,3487.0,236.19,25.0,6.0,0.047,1961.0,02-11-2024,HYDERABAD,tablet,data analytics course,0.03670777172354459,1.845234375,39.365,8.302637706930861
A2414,Data Analytics Corse,153.0,3808.0,189.61,19.0,8.0,0.052,1246.0,02-11-2024,hyderabad,Tablet,data analytics course,0.04017857142857143,1.2392810457516341,23.70125,6.571383365856231
A2415,Data Analytcis Course,192.0,5720.0,243.11,30.0,9.0,,1555.0,2024-11-02,hydrebad,Mobile,online data analytic,0.033566433566433566,1.2661979166666668,27.012222222222224,6.396281518654106
A2416,Data Analytcis Course,148.0,4721.0,189.48,26.0,8.0,0.054,1176.0,2024/11/01,hyderabad,Mobile,online data analytic,0.0313492904045753,1.2802702702702702,23.685,6.206459784673845
A2417,Data Analytics Corse,153.0,4768.0,214.39,25.0,5.0,0.041,1837.0,26-11-2024,hydrebad,TABLET,data analitics online,0.03208892617449664,1.4012418300653593,42.878,8.568496664956388
A2420,Data Analytics Corse,146.0,5173.0,234.26,20.0,7.0,0.048,1089.0,2024-11-28,HYDERABAD,MOBILE,online data analytic,0.028223468006959213,1.6045205479452054,33.465714285714284,4.648680952787501
A2421,DataAnalyticsCourse,81.0,4808.0,189.19,17.0,9.0,0.111,1759.0,25-11-2024,hyderabad,DESKTOP,online data analytic,0.01684692179700499,2.335679012345679,21.02111111111111,9.297531582007506
A2423,Data Anlytics Corse,90.0,5319.0,208.19,13.0,7.0,,1719.0,2024-11-26,HYDERABAD,tablet,data anaytics training,0.01692047377326565,2.313222222222222,29.74142857142857,8.256880733944953
A2424,DataAnalyticsCourse,155.0,4532.0,203.44,19.0,8.0,0.052,1709.0,17-11-2024,hydrebad,Desktop,learn data analytics,0.03420123565754634,1.312516129032258,25.43,8.40051120723555
A2425,Data Analytcis Course,125.0,3458.0,180.49,19.0,3.0,,1754.0,2024-11-09,Hyderbad,TABLET,data analitics online,0.03614806246385194,1.44392,60.163333333333334,9.717989916338855
A2427,Data Analytics Corse,82.0,3052.0,211.11,12.0,3.0,0.037,1917.0,2024/11/06,hyderabad,DESKTOP,learn data analytics,0.026867627785058978,2.5745121951219514,70.37,9.08057410828478
A2428,Data Analytcis Course,198.0,5718.0,194.37,13.0,8.0,0.04,1118.0,2024-11-16,hydrebad,Tablet,data anaytics training,0.03462749213011543,0.9816666666666667,24.29625,5.751916448011524
A2429,Data Analytcis Course,115.0,4762.0,241.63,20.0,8.0,0.058,1555.0,03-11-2024,Hyderbad,desktop,data analytics course,0.024149517009659806,2.1011304347826085,30.20375,6.435459173115921
A2430,Data Analytics Corse,158.0,4953.0,243.07,20.0,8.0,0.051,1955.0,2024-11-04,HYDERABAD,Tablet,learn data analytics,0.03189985867151222,1.5384177215189874,30.38375,8.042950590364915
A2431,DataAnalyticsCourse,102.0,3784.0,219.45,13.0,9.0,0.045,1967.0,2024/11/20,HYDERABAD,desktop,data analytics course,0.026955602536997886,2.151470588235294,24.383333333333333,8.963317384370017
A2433,Data Analytics Corse,198.0,5860.0,185.25,24.0,9.0,0.041,1950.0,2024-11-01,hydrebad,Tablet,data anaytics training,0.03378839590443686,0.9356060606060606,20.583333333333332,10.526315789473685
A2434,Data Analytics Corse,174.0,4169.0,189.36,23.0,8.0,0.046,1110.0,2024/11/14,hyderabad,Tablet,data analytics course,0.04173662748860638,1.0882758620689656,23.67,5.861850443599493
A2437,Data Analytics Corse,147.0,5793.0,240.32,25.0,5.0,0.049,1645.0,2024/11/27,HYDERABAD,TABLET,data analytics course,0.025375453133091662,1.634829931972789,48.064,6.845039946737684
A2439,Data Anlytics Corse,194.0,4297.0,237.87,22.0,3.0,,1739.0,2024/11/29,HYDERABAD,Desktop,data analytics course,0.04514777751919944,1.2261340206185567,79.29,7.3107159372766635
A2440,Data Analytics Corse,112.0,3961.0,214.45,13.0,7.0,,1594.0,2024/11/17,HYDERABAD,Desktop,analytics for data,0.02827568795758647,1.9147321428571427,30.635714285714283,7.432968057822337
A2441,DataAnalyticsCourse,88.0,5063.0,195.2,22.0,3.0,0.034,1460.0,2024/11/20,hyderabad,MOBILE,analytics for data,0.01738099940746593,2.2181818181818183,65.06666666666666,7.479508196721312
A2442,Data Analytcis Course,172.0,5635.0,200.16,21.0,7.0,0.036,1727.0,14-11-2024,Hyderbad,MOBILE,data analitics online,0.030523513753327416,1.1637209302325582,28.594285714285714,8.628097521982415
A2443,Data Analytcis Course,81.0,4404.0,239.62,11.0,4.0,0.035,1814.0,2024-11-21,hydrebad,Mobile,data analytics course,0.018392370572207085,2.958271604938272,59.905,7.570319672815291
A2444,DataAnalyticsCourse,142.0,4312.0,213.54,21.0,7.0,0.049,1666.0,2024/11/20,HYDERABAD,desktop,learn data analytics,0.03293135435992579,1.5038028169014084,30.505714285714284,7.80181698979114
A2445,Data Analytics Corse,111.0,3302.0,193.18,30.0,10.0,,1783.0,19-11-2024,Hyderbad,MOBILE,analytics for data,0.03361599030890369,1.7403603603603603,19.318,9.229733926907548
A2446,Data Analytics Corse,81.0,3575.0,192.71,27.0,4.0,0.049,1158.0,11-11-2024,hyderabad,Tablet,online data analytic,0.022657342657342656,2.379135802469136,48.1775,6.009029111099579
A2447,Data Analytcis Course,112.0,5055.0,213.36,26.0,5.0,0.058,1959.0,2024/11/29,hyderabad,Desktop,data anaytics training,0.022156280909990108,1.905,42.672000000000004,9.181664791901012
A2448,Data Analytics Corse,101.0,5415.0,236.41,13.0,10.0,0.039,1832.0,15-11-2024,hyderabad,TABLET,learn data analytics,0.018651892890120036,2.3406930693069308,23.641,7.749249185736644
A2449,Data Analytics Corse,166.0,3118.0,212.46,25.0,7.0,0.042,1813.0,2024/11/14,hyderabad,tablet,online data analytic,0.05323925593329057,1.2798795180722893,30.351428571428574,8.533370987479996
A2452,Data Analytcis Course,126.0,5250.0,239.73,30.0,4.0,0.032,1070.0,2024/11/23,hydrebad,Tablet,analytics for data,0.024,1.9026190476190474,59.9325,4.463354607266508
A2453,Data Anlytics Corse,119.0,4405.0,233.66,25.0,3.0,0.039,1407.0,12-11-2024,hyderabad,desktop,data analytics course,0.027014755959137344,1.9635294117647057,77.88666666666667,6.0215698022768125
A2454,Data Analytics Corse,189.0,5060.0,236.54,26.0,7.0,0.043,1877.0,2024-11-10,Hyderbad,Mobile,data anaytics training,0.03735177865612648,1.2515343915343915,33.79142857142857,7.935232941574364
A2455,DataAnalyticsCourse,167.0,3296.0,246.85,29.0,8.0,0.048,1723.0,2024/11/17,hydrebad,DESKTOP,data analitics online,0.05066747572815534,1.4781437125748502,30.85625,6.979947336439134
A2456,Data Analytcis Course,198.0,3499.0,209.74,30.0,9.0,0.04,1893.0,2024/11/25,hyderabad,DESKTOP,data analytics course,0.056587596456130325,1.0592929292929294,23.304444444444446,9.025460093449032
A2457,DataAnalyticsCourse,95.0,3449.0,184.55,10.0,10.0,0.041,1601.0,16-11-2024,hyderabad,mobile,analytics for data,0.027544215714699914,1.9426315789473685,18.455000000000002,8.675155784340287
A2458,DataAnalyticsCourse,181.0,3738.0,206.61,16.0,9.0,0.05,1868.0,2024/11/09,hyderabad,Mobile,online data analytic,0.04842161583734617,1.1414917127071824,22.956666666666667,9.041188713034218
A2460,Data Analytics Corse,178.0,5751.0,205.34,24.0,10.0,,1903.0,2024/11/20,HYDERABAD,desktop,data analytics course,0.03095113893235959,1.1535955056179776,20.534,9.26755624817376
A2461,Data Analytcis Course,127.0,5050.0,184.77,28.0,9.0,0.071,1906.0,2024/11/02,Hyderbad,DESKTOP,data analitics online,0.02514851485148515,1.4548818897637796,20.53,10.315527412458732
A2462,Data Anlytics Corse,198.0,4773.0,202.54,17.0,10.0,,1082.0,2024-11-19,hydrebad,Mobile,data analitics online,0.041483343808925204,1.0229292929292928,20.253999999999998,5.34215463612126
A2463,Data Analytcis Course,86.0,5652.0,249.13,25.0,7.0,0.081,1981.0,06-11-2024,HYDERABAD,mobile,data anaytics training,0.01521585279547063,2.896860465116279,35.589999999999996,7.951671817926384
A2465,DataAnalyticsCourse,191.0,5070.0,247.41,12.0,4.0,,1266.0,25-11-2024,HYDERABAD,mobile,analytics for data,0.03767258382642998,1.2953403141361257,61.8525,5.117012246877652
A2466,Data Analytcis Course,139.0,5879.0,197.9,24.0,4.0,0.029,1476.0,2024-11-05,hyderabad,mobile,data analytics course,0.023643476781765607,1.4237410071942447,49.475,7.4583122789287515
A2467,Data Analytics Corse,197.0,3620.0,235.19,18.0,7.0,0.036,1740.0,2024/11/01,hydrebad,MOBILE,online data analytic,0.05441988950276243,1.1938578680203045,33.598571428571425,7.398273736128237
A2468,DataAnalyticsCourse,116.0,4250.0,216.66,10.0,9.0,0.078,1877.0,2024/11/02,Hyderbad,Mobile,data anaytics training,0.027294117647058823,1.867758620689655,24.073333333333334,8.663343487491924
A2469,DataAnalyticsCourse,192.0,4850.0,235.42,22.0,10.0,0.052,1124.0,2024-11-14,hydrebad,Desktop,analytics for data,0.03958762886597938,1.2261458333333333,23.541999999999998,4.774445671565712
A2470,Data Analytics Corse,118.0,3815.0,185.78,16.0,4.0,,1093.0,17-11-2024,hyderabad,DESKTOP,data analitics online,0.0309305373525557,1.574406779661017,46.445,5.883302831305846
A2471,Data Anlytics Corse,172.0,5741.0,198.44,14.0,4.0,0.023,1755.0,2024/11/11,Hyderbad,Desktop,analytics for data,0.029959937293154503,1.1537209302325582,49.61,8.843983067929853
A2472,DataAnalyticsCourse,174.0,4272.0,240.77,16.0,7.0,0.041,1004.0,2024/11/23,hydrebad,Desktop,learn data analytics,0.04073033707865169,1.383735632183908,34.395714285714284,4.169954728579142
A2473,Data Analytics Corse,175.0,4974.0,182.22,21.0,5.0,,1300.0,23-11-2024,Hyderbad,mobile,learn data analytics,0.03518295134700442,1.0412571428571429,36.444,7.134233344309077
A2476,Data Analytcis Course,103.0,4670.0,203.4,21.0,4.0,,1562.0,25-11-2024,hyderabad,mobile,analytics for data,0.022055674518201285,1.974757281553398,50.85,7.67944936086529
A2479,Data Analytcis Course,109.0,3933.0,189.73,11.0,4.0,,1700.0,07-11-2024,hyderabad,desktop,data analitics online,0.027714213068904144,1.7406422018348624,47.4325,8.960101196437043
A2480,Data Analytics Corse,118.0,4360.0,232.09,10.0,9.0,0.076,1252.0,2024/11/13,HYDERABAD,Desktop,data anaytics training,0.02706422018348624,1.966864406779661,25.787777777777777,5.394459046059718
A2481,DataAnalyticsCourse,164.0,5120.0,185.69,10.0,5.0,0.031,1597.0,2024/11/23,HYDERABAD,TABLET,analytics for data,0.03203125,1.1322560975609757,37.138,8.600355431094835
A2482,DataAnalyticsCourse,166.0,3887.0,192.0,24.0,9.0,0.054,1890.0,2024-11-13,Hyderbad,TABLET,data analytics course,0.042706457422176484,1.1566265060240963,21.333333333333332,9.84375
A2483,Data Analytcis Course,88.0,3909.0,189.57,30.0,10.0,0.114,1750.0,29-11-2024,Hyderbad,desktop,data anaytics training,0.02251215144538245,2.1542045454545455,18.957,9.231418473387139
A2484,DataAnalyticsCourse,125.0,3017.0,232.51,14.0,7.0,,1510.0,2024-11-08,Hyderbad,tablet,data anaytics training,0.04143188597944979,1.86008,33.215714285714284,6.49434432927616
A2486,Data Analytics Corse,151.0,3992.0,212.42,10.0,9.0,0.06,1890.0,2024-11-26,hydrebad,Tablet,learn data analytics,0.037825651302605214,1.406754966887417,23.60222222222222,8.897467281800207
A2487,DataAnalyticsCourse,182.0,3554.0,181.74,18.0,4.0,0.022,1933.0,02-11-2024,HYDERABAD,TABLET,learn data analytics,0.051209904333145755,0.9985714285714287,45.435,10.636073511609991
A2488,Data Analytcis Course,84.0,4051.0,196.83,21.0,4.0,0.048,1094.0,2024-11-14,hyderabad,Mobile,online data analytic,0.020735620834361885,2.3432142857142857,49.2075,5.5580958187268195
A2489,Data Anlytics Corse,127.0,3541.0,239.47,16.0,10.0,0.079,1474.0,2024-11-25,Hyderbad,TABLET,data anaytics training,0.035865574696413445,1.8855905511811024,23.947,6.155259531465319
A2490,DataAnalyticsCourse,104.0,5878.0,228.79,21.0,3.0,0.05,1101.0,05-11-2024,Hyderbad,mobile,data analytics course,0.017693092888737667,2.199903846153846,76.26333333333334,4.812273263691595
A2491,Data Analytics Corse,161.0,4611.0,228.34,26.0,7.0,0.043,1473.0,2024/11/25,hydrebad,TABLET,data analitics online,0.03491650401214487,1.4182608695652175,32.62,6.450906542874661
A2492,Data Analytics Corse,141.0,4764.0,187.72,28.0,4.0,0.028,1428.0,2024-11-16,hydrebad,mobile,analytics for data,0.02959697732997481,1.3313475177304965,46.93,7.6070743660771365
A2493,Data Analytcis Course,186.0,4603.0,191.84,26.0,9.0,0.047,1918.0,2024/11/07,HYDERABAD,desktop,learn data analytics,0.04040842928524875,1.0313978494623657,21.315555555555555,9.997914929107589
A2495,DataAnalyticsCourse,124.0,5212.0,190.83,13.0,6.0,0.048,1399.0,2024-11-07,hydrebad,DESKTOP,data analytics course,0.023791250959324637,1.538951612903226,31.805000000000003,7.3311324215270135
A2496,Data Anlytics Corse,97.0,5285.0,249.65,12.0,7.0,0.051,1411.0,2024/11/27,hydrebad,desktop,data anaytics training,0.018353831598864712,2.5737113402061857,35.66428571428572,5.651912677748848
A2497,Data Analytics Corse,111.0,3177.0,224.51,18.0,8.0,,1946.0,2024-11-25,HYDERABAD,Desktop,learn data analytics,0.03493862134088763,2.0226126126126127,28.06375,8.667765355663445
A2498,Data Analytics Corse,93.0,5571.0,185.71,12.0,7.0,0.075,1630.0,21-11-2024,HYDERABAD,Tablet,online data analytic,0.01669359181475498,1.9968817204301077,26.53,8.777125625975984
A2500,DataAnalyticsCourse,138.0,5314.0,198.39,17.0,10.0,0.072,1250.0,2024-11-20,HYDERABAD,Desktop,online data analytic,0.025969138125705685,1.4376086956521739,19.839,6.300720802459802
A2501,DataAnalyticsCourse,129.0,4452.0,196.06,10.0,9.0,0.053,1069.0,2024/11/13,Hyderbad,Tablet,learn data analytics,0.028975741239892182,1.51984496124031,21.784444444444446,5.452412526777517
A2502,Data Analytcis Course,183.0,3920.0,235.79,20.0,7.0,0.038,1238.0,2024-11-17,Hyderbad,mobile,data anaytics training,0.04668367346938775,1.288469945355191,33.684285714285714,5.250434708851096
A2503,Data Analytics Corse,154.0,4603.0,214.0,20.0,3.0,0.019,1709.0,2024-11-18,HYDERABAD,TABLET,data analytics course,0.03345644145122746,1.3896103896103895,71.33333333333333,7.985981308411215
A2504,Data Analytcis Course,95.0,4938.0,204.5,12.0,6.0,0.046,1494.0,2024/11/18,hydrebad,TABLET,data anaytics training,0.01923855812069664,2.1526315789473682,34.083333333333336,7.30562347188264
A2506,Data Anlytics Corse,112.0,4072.0,211.56,17.0,10.0,0.089,1229.0,01-11-2024,hyderabad,DESKTOP,analytics for data,0.0275049115913556,1.8889285714285715,21.156,5.809226696918132
A2507,Data Analytics Corse,170.0,5953.0,186.11,25.0,8.0,,1080.0,2024-11-26,hydrebad,MOBILE,data analitics online,0.02855703006887284,1.094764705882353,23.26375,5.803019719520713
A2509,Data Analytcis Course,113.0,3104.0,230.92,28.0,9.0,0.08,1422.0,27-11-2024,HYDERABAD,tablet,data analytics course,0.036404639175257734,2.0435398230088495,25.657777777777778,6.157976788498181
A2510,Data Anlytics Corse,145.0,4882.0,217.25,22.0,3.0,0.021,1814.0,2024-11-19,hyderabad,MOBILE,analytics for data,0.0297009422367882,1.4982758620689656,72.41666666666667,8.34982738780207
A2511,Data Anlytics Corse,83.0,3212.0,243.86,25.0,4.0,0.048,1612.0,2024-11-19,hydrebad,Mobile,data analytics course,0.025840597758405977,2.9380722891566267,60.965,6.610350200934962
A2512,Data Analytics Corse,90.0,4973.0,181.04,23.0,5.0,0.056,1039.0,03-11-2024,HYDERABAD,desktop,online data analytic,0.0180977277297406,2.0115555555555553,36.208,5.739063190455148
A2513,Data Analytics Corse,140.0,5227.0,222.57,27.0,3.0,0.021,1527.0,2024-11-18,hyderabad,desktop,learn data analytics,0.026784006122058543,1.5897857142857141,74.19,6.860762906052029
A2514,Data Analytcis Course,111.0,5434.0,181.05,10.0,5.0,0.045,1627.0,23-11-2024,Hyderbad,mobile,data anaytics training,0.02042694147957306,1.6310810810810812,36.21,8.986467826567246
A2515,Data Analytics Corse,105.0,3300.0,180.25,22.0,10.0,0.095,1640.0,2024-11-21,hydrebad,mobile,online data analytic,0.031818181818181815,1.7166666666666666,18.025,9.098474341192787
A2516,DataAnalyticsCourse,181.0,4857.0,215.59,13.0,8.0,0.044,1883.0,2024-11-23,hydrebad,DESKTOP,learn data analytics,0.03726580193535104,1.1911049723756906,26.94875,8.734171343754348
A2517,Data Analytics Corse,189.0,4019.0,248.09,16.0,6.0,0.045,1378.0,2024/11/30,HYDERABAD,tablet,online data analytic,0.047026623538193583,1.3126455026455026,41.348333333333336,5.554435890201137
A2518,Data Analytcis Course,138.0,5495.0,220.69,19.0,5.0,0.036,1624.0,04-11-2024,HYDERABAD,tablet,online data analytic,0.02511373976342129,1.5992028985507247,44.138,7.358738501971091
A2519,Data Analytcis Course,178.0,5218.0,208.92,20.0,7.0,0.039,1714.0,25-11-2024,Hyderbad,mobile,analytics for data,0.03411268685320046,1.1737078651685393,29.845714285714283,8.204097262109899
A2520,Data Analytics Corse,155.0,5996.0,247.54,15.0,5.0,0.032,1883.0,2024/11/27,hyderabad,mobile,analytics for data,0.025850567044696463,1.597032258064516,49.507999999999996,7.6068514179526545
A2521,Data Anlytics Corse,168.0,4932.0,198.95,16.0,7.0,0.052,1301.0,19-11-2024,hydrebad,desktop,data anaytics training,0.0340632603406326,1.1842261904761904,28.42142857142857,6.539331490324202
A2522,Data Analytcis Course,152.0,4498.0,233.81,30.0,6.0,0.039,1090.0,25-11-2024,HYDERABAD,Desktop,data analitics online,0.03379279679857715,1.5382236842105264,38.968333333333334,4.661904965570335
A2523,Data Anlytics Corse,111.0,4164.0,191.04,18.0,9.0,,1687.0,2024/11/21,hydrebad,TABLET,data anaytics training,0.026657060518731988,1.721081081081081,21.226666666666667,8.830611390284757
A2524,Data Analytics Corse,141.0,4329.0,230.44,14.0,6.0,0.043,1610.0,07-11-2024,HYDERABAD,MOBILE,learn data analytics,0.03257103257103257,1.6343262411347517,38.406666666666666,6.986634264884569
A2525,DataAnalyticsCourse,97.0,5764.0,246.15,30.0,7.0,,1345.0,18-11-2024,Hyderbad,Mobile,analytics for data,0.01682859125607217,2.5376288659793813,35.16428571428572,5.464147877310583
A2526,Data Analytcis Course,82.0,5430.0,205.46,18.0,5.0,0.061,1435.0,2024-11-30,hydrebad,MOBILE,online data analytic,0.015101289134438306,2.505609756097561,41.092,6.984327849703105
A2527,Data Analytics Corse,164.0,5179.0,206.72,18.0,9.0,0.055,1213.0,2024-11-27,HYDERABAD,TABLET,data analytics course,0.03166634485421896,1.2604878048780488,22.968888888888888,5.867840557275541
A2528,Data Analytcis Course,109.0,5707.0,246.86,22.0,4.0,0.034,1980.0,19-11-2024,Hyderbad,TABLET,data analitics online,0.019099351673383565,2.2647706422018348,61.715,8.02074050068865
A2529,Data Analytics Corse,126.0,3263.0,237.54,,9.0,,1364.0,2024/11/17,HYDERABAD,Mobile,data analitics online,0.03861477168250076,1.8852380952380952,26.39333333333333,5.742190788919761
A2530,Data Analytcis Course,175.0,5718.0,225.4,19.0,6.0,0.057,1001.0,12-11-2024,HYDERABAD,Tablet,analytics for data,0.030605106680657572,1.288,37.56666666666667,4.440993788819876
A2531,Data Anlytics Corse,96.0,5075.0,221.28,25.0,3.0,0.038,1937.0,23-11-2024,hyderabad,DESKTOP,learn data analytics,0.018916256157635467,2.305,73.76,8.753615328994938
A2532,Data Anlytics Corse,113.0,4473.0,202.3,17.0,5.0,0.044,1049.0,2024/11/08,hydrebad,tablet,online data analytic,0.02526268723451822,1.7902654867256638,40.46,5.1853682649530395
A2533,DataAnalyticsCourse,96.0,3979.0,232.44,27.0,7.0,,1140.0,30-11-2024,HYDERABAD,Mobile,learn data analytics,0.02412666499120382,2.42125,33.205714285714286,4.9044914816726894
A2534,Data Analytcis Course,162.0,5688.0,190.31,17.0,5.0,0.031,1556.0,25-11-2024,Hyderbad,tablet,data analytics course,0.028481012658227847,1.174753086419753,38.062,8.176133676632862
A2535,Data Anlytics Corse,125.0,3546.0,234.02,23.0,10.0,,1072.0,2024/11/27,HYDERABAD,DESKTOP,analytics for data,0.03525098702763677,1.87216,23.402,4.580805059396632
A2536,DataAnalyticsCourse,89.0,4188.0,206.71,16.0,4.0,0.045,1382.0,2024/11/01,Hyderbad,tablet,online data analytic,0.02125119388729704,2.3225842696629213,51.6775,6.6856949349329975
A2537,Data Anlytics Corse,99.0,4134.0,234.04,18.0,3.0,0.03,1683.0,2024/11/30,hyderabad,desktop,learn data analytics,0.023947750362844702,2.364040404040404,78.01333333333334,7.1910784481285255
A2538,Data Analytcis Course,91.0,4710.0,199.18,21.0,9.0,0.099,1431.0,2024-11-10,hydrebad,TABLET,data analytics course,0.019320594479830148,2.188791208791209,22.13111111111111,7.18445627070991
A2539,Data Anlytics Corse,141.0,4654.0,192.19,21.0,6.0,0.043,1932.0,25-11-2024,hydrebad,MOBILE,analytics for data,0.030296519123334767,1.363049645390071,32.031666666666666,10.052552161923098
A2540,DataAnalyticsCourse,110.0,5509.0,245.38,13.0,8.0,0.048,1539.0,2024/11/10,hydrebad,MOBILE,learn data analytics,0.01996732619350154,2.2307272727272727,30.6725,6.271904800717255
A2542,Data Analytcis Course,85.0,4653.0,196.73,23.0,6.0,0.071,1032.0,13-11-2024,HYDERABAD,Mobile,data analytics course,0.018267784225231034,2.314470588235294,32.788333333333334,5.245768311899558
A2543,Data Analytics Corse,151.0,5389.0,227.07,18.0,10.0,0.057,1318.0,2024-11-20,hydrebad,desktop,data anaytics training,0.028020040823900538,1.503774834437086,22.707,5.804377504734223
A2544,Data Analytics Corse,139.0,5290.0,208.43,28.0,4.0,0.051,1022.0,2024/11/20,hydrebad,Tablet,data analitics online,0.026275992438563326,1.4994964028776978,52.1075,4.903324857266228
A2545,DataAnalyticsCourse,120.0,3060.0,197.96,,8.0,0.067,1679.0,2024-11-23,hyderabad,TABLET,analytics for data,0.0392156862745098,1.6496666666666668,24.745,8.481511416447766
A2546,Data Analytcis Course,109.0,4444.0,219.46,12.0,9.0,0.083,1159.0,2024/11/28,Hyderbad,MOBILE,data anaytics training,0.024527452745274528,2.013394495412844,24.384444444444444,5.2811446277225915
A2547,Data Analytics Corse,145.0,3509.0,181.11,19.0,10.0,0.048,1627.0,2024/11/22,hyderabad,MOBILE,online data analytic,0.04132231404958678,1.2490344827586208,18.111,8.98349069626194
A2548,DataAnalyticsCourse,151.0,4675.0,183.02,14.0,7.0,0.046,1000.0,2024-11-10,HYDERABAD,mobile,analytics for data,0.032299465240641714,1.2120529801324504,26.145714285714288,5.463883728554256
A2549,DataAnalyticsCourse,108.0,5869.0,226.93,16.0,7.0,0.065,1633.0,03-11-2024,Hyderbad,desktop,analytics for data,0.018401772022491054,2.1012037037037037,32.41857142857143,7.196051645881989
A2550,Data Analytcis Course,166.0,3992.0,205.9,15.0,8.0,0.048,1899.0,2024/11/05,Hyderbad,Desktop,analytics for data,0.04158316633266533,1.2403614457831325,25.7375,9.222923749392908
A2551,Data Anlytics Corse,134.0,4172.0,191.8,26.0,5.0,0.037,1170.0,2024-11-18,hyderabad,tablet,online data analytic,0.03211888782358581,1.4313432835820896,38.36,6.100104275286757
A2552,DataAnalyticsCourse,104.0,5926.0,224.63,17.0,8.0,,1239.0,2024/11/24,HYDERABAD,MOBILE,learn data analytics,0.017549780627742154,2.159903846153846,28.07875,5.515736989716423
A2554,Data Anlytics Corse,160.0,5664.0,210.58,16.0,9.0,,1836.0,2024-11-07,hydrebad,mobile,data anaytics training,0.02824858757062147,1.316125,23.39777777777778,8.718776711938455
A2555,Data Anlytics Corse,147.0,5930.0,248.18,22.0,10.0,0.068,1743.0,15-11-2024,hyderabad,desktop,analytics for data,0.02478920741989882,1.6882993197278913,24.818,7.023128374566847
A2556,Data Anlytics Corse,196.0,3656.0,240.44,15.0,6.0,0.052,1894.0,03-11-2024,hyderabad,tablet,analytics for data,0.053610503282275714,1.226734693877551,40.07333333333333,7.877225087339877
A2557,DataAnalyticsCourse,159.0,5078.0,182.57,30.0,8.0,0.05,1541.0,2024-11-09,HYDERABAD,Mobile,data analytics course,0.03131153997636865,1.1482389937106918,22.82125,8.440598126745906
A2558,Data Analytcis Course,104.0,5257.0,220.44,17.0,7.0,0.052,1462.0,2024-11-27,hyderabad,mobile,data analitics online,0.019783146281148946,2.1196153846153845,31.49142857142857,6.632190165124297
A2559,Data Anlytics Corse,135.0,5582.0,209.14,28.0,5.0,0.037,1912.0,25-11-2024,HYDERABAD,TABLET,online data analytic,0.024184879971336438,1.549185185185185,41.827999999999996,9.142201396193938
A2561,Data Analytics Corse,136.0,3657.0,236.19,12.0,5.0,0.037,1425.0,2024/11/06,Hyderbad,mobile,online data analytic,0.03718895269346459,1.7366911764705881,47.238,6.033278292899785
A2562,Data Anlytics Corse,135.0,3198.0,227.48,,6.0,0.044,1882.0,2024/11/09,hydrebad,Desktop,online data analytic,0.04221388367729831,1.6850370370370369,37.913333333333334,8.273254791630034
A2564,DataAnalyticsCourse,181.0,5343.0,244.02,30.0,9.0,0.038,1639.0,2024/11/26,HYDERABAD,mobile,learn data analytics,0.03387609956953023,1.3481767955801105,27.113333333333333,6.716662568641914
A2566,Data Analytcis Course,80.0,5756.0,205.38,16.0,4.0,0.05,1778.0,2024-11-20,Hyderbad,desktop,online data analytic,0.01389854065323141,2.56725,51.345,8.657123381049761
A2567,DataAnalyticsCourse,155.0,5696.0,236.44,13.0,3.0,0.019,1207.0,2024-11-23,hydrebad,mobile,data analitics online,0.027212078651685394,1.5254193548387096,78.81333333333333,5.104889189646422
A2568,DataAnalyticsCourse,114.0,5683.0,214.42,20.0,8.0,0.07,1474.0,2024/11/08,HYDERABAD,mobile,learn data analytics,0.020059827555868378,1.880877192982456,26.8025,6.874358735192613
